Father_node,Child_node,语义关系,发言类型(Child_node)
18   爸爸 脑 转移,楼主 有脑 转 特罗 凯比易 入脑 试一下,0,1
基因 检测 突变 靶向 治疗,脑转 靶向 化疗 无效,1,2
19 位有 突变 试试 易瑞沙,突变 女性 首选 易瑞沙 一个月 检测 CEA 评估 药效,1,2
同仁堂   买人 参保 肺丸   试试     止咳 效果,复方 甘草 口服液 参保 肺丸 管用,1,2
找 主治医生 先 减轻 不良反应 月 CT 太 频密 楼主 真的 尽心 加油,"谢谢您 指点 说 三点 最有 翻 老马 4002 统计 贴 4002 无效 9291 例子 
 奇怪的是 妈妈 咳嗽 加重 次数 增多 深 声音 浑浊 按理说 咳嗽 减少 消失 翻 老马 9291 统计 贴 发现 但伴 咳嗽 加重 想 明白 担心 肺部 改变 
 多来 指导 祝 哥哥 治疗 顺利",1,2
该试 靶向 药 EGFR ALK 可能性 高 年轻人,草船 兄说 先 做 慢慢 学习,1,2
体内 T790m 突变 9291   60mg 剂量 情况 加量 60mg 量 不算 副作用 先加量 80mg,291 先加量 100 下步 联易,1,2
pd1 次 做 评估,说 太 道理     耐药 穿刺 活检 部位 肺部 原发灶 腰部 转移 瘤 办法 大夫 做 妈妈 医院 做 肺部 穿刺 好像 不太可能,1,2
14 母亲 乳癌 年 分享 抗癌 历程 陆续 更新,"口腔溃疡 吃些 维生素 B2 B6 复方 氯己 漱口 
 皮疹 甲沟炎 金银花 野菊花 煮水 洗身 不行 百多 邦",0,1
取 组织 做 肺癌 相关 十几项 基因 检测 有没有 突变 找到 合适 靶向 药 祝 治疗 顺利,请 楼主 列出 已测 基因 免疫组化 阿瓦 未 列出 蛋白 测过 测 肿瘤 项 NSE SCC PrOGRP 手术 远端 转移,1,2
靶向 药 肝功 不好 阿西 楼主 宝宝 身体,年轻 试试 靶向 药 祝福 楼主,1,2
11   医生 说 建议 靶药 21 号 外显子 L858R 点 突变,基因 检测 突变 靶向 治疗,0,1
手术 上克,ALK 走 路 并不多 一步 小心,3,3
41 妈妈 肺 腺癌 四期 骨转移 抗癌 五年 整,"楼主 你好 病情 控制 住 方式 倒 次要 太 纠结 化疗 这件 事 效果 总比 效果 强 希望 
 化疗 想法 医生 商量 化疗 周期 星期 拉长 星期 疗程 病情 保持稳定 赚 星期 进展 楼主 母亲 化疗 次数 每次 化疗 疗程 化疗 疗程 化疗 扭转 形势 找 合适 靶向 药 病情 靶向 药 看法 2012 年 月 服用 易瑞沙 12 月 中 复查 CT 发现 进展 楼主 易 无效 CEA 标志物 变化 猜测 有没有 一种 可能性 易 服用 量 服用 特罗 凯 事情 方向 发展   21 号 因子 突变 好像 19 号 因子 突变 麻烦 易 特 耐药 隔 一段时间 再服 耐药 楼主 帖子 讨论 http www yuaigongwu com forum php mod viewthread tid 9039 
 楼主 母亲 只试 种药 易 特 克药 楼主 化疗 试试 2992 联合 XL184 2992 打击 Her2 清除 T790M   XL184 骨转 清除 CMet 无效 4002 联合 XL184 4002 清除 T790M 先特 特 联合 XL184   再特 联合 4002 无效 我会 减量 再试 克药 阿西 凡德 AZD9291 BKM120 AP26113 可试 
 化疗 扭转 形势 楼主 试药 从容 可慌 
 XL184 血压 变化 血栓 4002 心脏 毒性 小心",0,1
改吃 阿西 替尼 毫克 X2 次 天 备着 2992,测 免疫 化组 ALK C MET HER VEGF EGFR ALK C MET 号 用克唑 替尼 XL184,3,2
过度 治疗,白羊 你好 我家 吃特 一颗 疼痛 减轻 感觉 量 改为 一颗 150 毫克 印版 100 毫克 一篇 文章 说 高 剂量 低剂量 持续 药 耐药 时间 长短 做法 临床 科学 感觉 特 先 骨转 本来 打算 挫莱 磷酸 过度 治疗 太 希望 指点 一二 希望 楼主 找到 办法,0,4
化疗 不想 做 先 停下,化疗 老人家 身体 耐受 不住 吃 印特 果断,1,2
10   老公 离世 转 余下 药物 赠送,pd1 甲胎 几万 几百 肺部 肿瘤 缩小,0,1
002 T790 突变 易瑞沙 段时间 耐药 CMET 扩增 尝试 280 联合 易瑞沙,002 单药 E 靶点 抑制 较弱 月 方案 联易 病情 稳定 时 尝试 对付 CMET 类药物 联易 方案 病 特别 顺利 治疗 方式 摸索 过程 起码 非常重视 感染 加油,1,2
先 炎症,奇效,3,3
化疗 不想 化疗 靶向 药 特罗 凯,肺部 感染 确实 当成 肿瘤 优先 我家 感染 导致 病情 急转直下 病危 抗感染 咳嗽 痰 消失 疼痛 减轻,1,2
  妈妈 肺腺 3B 治疗 年 2015.10 去逝 感谢 群,天 2992 肿瘤 1.7 2.6 缩小 1.3 2.3 呈现 攻击性 效果 吃易时 肝功能 超标 估计 易瑞沙 2992 原因 HER2 靶点 原因 易 无效 特 效果 估计 2992 后换特 试 VEGFR 类 靶向 药 阿西 替尼 如索 拉 非尼 多吉 美,0,1
  爸爸 肺 鳞癌 爸爸 走 现 一瓶 特,肺部 放疗 谨慎 一点 我家 惨痛教训,0,1
骨转移 做手术 建议 找 几个 医院 咨询,  手术 咨询 医院,1,2
谢谢 江湖 CEA 指标 163 周末 联合 184 尝试 谢谢您,804 控制 脑转 阿法 替尼强 肺部 控制 药物,3,0
建议 取样 做 基因 检测 针对性 治疗 打下基础,妈妈 是非 细胞 低 分化 肺 腺癌 四期 胸腔 积液 抽 胸水 做 基因 检测 21 突变,3,3
"你家 E19 21 突变 不错 一线 上易 时间 晚点 总体 易 时间 不算 很长 一线 易 说不定 几年 有效期 
 你家 2992 有没有 干燥箱 保存 
 2992 75mg 用量 不小 副作用 不算 副作用 慢慢 累积 
 感觉 2992 75mg 用量 2992 受潮 影响 药效 办法 断定 受潮 影响 药效 感觉 单凭 CEA 降幅 2992 效果 只能 算 倒 建议 4002 
 一种 办法 单药 4002 一种 方法 图片 4002 联易 4002 联合 2992",谢谢 草船 记得 服易 第一个 月 CEA 降 不太多 慢慢 降下来 2992 4002 好药 掉 轮换 影响 2992 受潮 是因为 筛子 干,1,2
不想 病人 遭罪 病人 年龄 建议 盲试 特罗 凯 日子 治疗 很快,老人 思想 固执 情况 转移 可盲 吃 靶向 药 一粒 老人 易 接受,1,2
002 试试 我家 试 效果 不错,"咳嗽 痰 查下 ｃ 蛋白 有没有 感染 口含 甘草片 减轻 咳嗽 
 换掉 4002 这药 有没有 效果 试 药 情况 药换     M     b8     i2     
 吃 4002 10 天 一点 症状 吃 21 天 放弃",3,3
96   妈妈 61 岁 脑转 骨转 疑似 肝转 19 基因突变 服用 特罗 凯 妈妈 祈福,"  
 靶向 放疗 同步进行 顾虑 太 放疗 暂缓 问 医生 意见 放疗 副作用",0,1
年龄 较大 体质 较弱 肿瘤 患者 手术 放化疗 免疫 损伤 适合 这部分 患者 应 采用 以人为本 保守 治疗,楼主 年轻 听 草船 兄 先 试吃 特罗 凯先 特 买 印度 一点 贵 吃 印度 放心 药 再学 特和易 盲试 首选 脑转 草船 建议 先 试特 犹豫,1,2
野生型 吃 靶向 药 效果 女性 吸烟 先易瑞沙,妈妈 Egfr 突变 Ｋ ras12 突变 易瑞沙 一个月 效果 大夫 说 肿瘤 减小,1,2
"keenman 谢谢 回复 我妈 吃 Q10 辅助 效果 不错 
 想 问 我妈 400 联易 无效 妈妈 换 麻烦 赐教",谢谢您 父亲 月 日 做 消融 好多 痛 谢谢您,3,3
真的 很伤 妈妈 运动会 样样 前 几名 坐 一会 累 脸 电脑 玩 我家 低 分化 第一 时间 选 化疗 可惜 发展 太快,唑 膦 酸 立竿见影 副作用 骨转 后期 89 锶 XL184   卡博替 尼,1,2
"条件 有限 买个 靶向 吃 效果 不行 突变 
 做 能少 走 弯路",化疗药 有没有 用过 阿瓦斯 汀 药 用过 一段时间 不好 手术 伤口 张好 机会 手术 确实 羡慕 咨询 几个 医生 建议 做 基因 检测 化疗 伤害 太 靶向,2,2
甲沟炎 我前 几天   Belinda 帖子 憨叔 妙方   先锋 磨粉 调 成 糨糊 状 涂抹   倒 奇迹 老爸 甲沟炎 给治好 试试 祝 妈妈 康复,说 太 道理     耐药 穿刺 活检 部位 肺部 原发灶 腰部 转移 瘤 办法 大夫 做 妈妈 医院 做 肺部 穿刺 好像 不太可能,1,2
甲沟炎,复方 黄柏 液 山东 汉方 制药 纯中药 好使,0,1
002 单药 E 靶点 抑制 较弱 月 方案 联易 病情 稳定 时 尝试 对付 CMET 类药物 联易 方案 病 特别 顺利 治疗 方式 摸索 过程 起码 非常重视 感染 加油,说 太 道理     耐药 穿刺 活检 部位 肺部 原发灶 腰部 转移 瘤 办法 大夫 做 妈妈 医院 做 肺部 穿刺 好像 不太可能,1,2
移植 救命 治疗 选择 少 只能 顾 想,992 打击 Her2 靶点 效果,3,2
cea 指标 因人而异 过高到 上万 有人 超标 全身 转移,测 免疫 化组 ALK C MET HER VEGF EGFR ALK C MET 号 用克唑 替尼 XL184,3,2
介入 手术,"关键 那位 病友 接受 内分泌 治疗 转移 病灶 ER 表达 
 接受 内分泌 治疗 ER 强 阳性 去势 效果",3,3
先试易 无效 特 不用 试,测 免疫 化组 ALK C MET HER VEGF EGFR ALK C MET 号 用克唑 替尼 XL184,3,2
我家 全脑放 结束 上易 你家 放疗 有空 窗 10 月 耐药 脑转 症状 建议 299804 2992 入脑率 不高,想 先 试试 特罗 凯 不行 2992 凡德 凡德 有没有 印度 版,3,3
"EGFR 基因 检测 显示 L858R21 位点 基因突变 推荐 吉非 替尼 厄洛替 尼 21 天易瑞沙 16 天 特罗 凯 效果 不好 
 我爸 身体 不好 不想 化疗 放疗 
 几天 吃 阿西 感觉 状态 一点 吃 中医 调理",说 太 道理     耐药 穿刺 活检 部位 肺部 原发灶 腰部 转移 瘤 办法 大夫 做 妈妈 医院 做 肺部 穿刺 好像 不太可能,1,2
肿瘤 指标 敏感 CT 换药 建议 2992,CEA 敏感 月 做 CT 检查 意外 吃 一个月 凡德 吃 一个月 2992 吃 一个月 T 药 吃易瑞沙 易 吃 月 一轮 换药 淘汰 特罗 凯,1,2
建议 肝移植 移植 只会 加速 肿瘤 疯长,终末期 激进 治疗 方式 期望 逆转 只会 徒增 病人 痛苦 对症 治疗 保证 剩余时间 生存 质量 理性 做法 理解 家属 心情 对症 治疗 放弃 治疗 做 漏水 堵 舒服 治,3,2
先 试药 医院 做 支气管 检测 等待 检测 取 组织 做 免疫组化 基因 检测 试药 没效 副作用 有用 病情 控制 路 走些,做 支气管镜 摸摸 脖子 锁骨 有没有 淋巴结 肿大 上传 CT 片 简单 肺 穿刺 OK 临床 医生 思维 定势 做 气管 镜 注重 查体 建议 搞清楚 基因 状态 一步 治疗 建议 论坛 无证据 试药 憨叔 经验 复制,2,2
爸爸 低 分化 肺 腺癌 基因突变 记录 治疗 过程,妈妈 第一 二次 卡 铂 用顺 铂 卡 铂 骨髓 抑制 影响 较大 顺铂 骨髓 抑制 较卡 铂 但会 恶心 呕吐,0,1
医生 说用 药 说 爸 身体 情况 不用 抗病毒 药 没太大 区别 说 这话 分析 点 原因 一是 肿瘤 发展 太快 控制 不住 肿瘤 抗病毒 没用 二是 爸 身体 太虚 吃药 短时间 内正 作用 起到 副作用 身体 更糟 明天 医生 商量一下 吃恩替,唑 膦 酸 立竿见影 副作用 骨转 后期 89 锶 XL184   卡博替 尼,1,2
"  
 靶向 放疗 同步进行 顾虑 太 放疗 暂缓 问 医生 意见 放疗 副作用","  
 哆来 磷酸 周末 输 谢谢您 建议 放疗 顾虑 想先 缓缓 妈妈 头不疼 左胳膊 靠近 腋下 一端 腋下 很麻 木 怎么回事",1,2
吃药 康复 困难 用头 孢粉 敷 几次 好点,头 孢粉 调浆 敷于 患处 脓 需排 脓 剪除 嵌入 甲片 酒精 消毒 涂血 石脂 软膏 手指 放在 碘伏里 泡 一泡,1,2
保健品 铁蛋白 辅酶 Q10,猛 特 先 温和 易 先 试试,2,2
afp 加测 肿瘤 标志物 铁蛋白 顺便 凝血 测,楼主 年轻 听 草船 兄 先 试吃 特罗 凯先 特 买 印度 一点 贵 吃 印度 放心 药 再学 特和易 盲试 首选 脑转 草船 建议 先 试特 犹豫,1,2
  求教 求救 求助 关头 想搏 一搏 盲吃 靶向 药 求 大神 支招,猛查 憨 叔 帖子 西地尼布 肝功 肾功 血象 心酶 影响 备用 希望 能得 天佑,0,1
骨转移 做手术 建议 找 几个 医院 咨询,转移 手术 中医 说 伤元气,1,2
28   爸爸 80 岁 体检 肺癌 放弃 治疗,岁 高龄 手术 不太 合适 恢复期 太 长 风险 太,0,1
多西 联合 化疗 就化 疗程 西单 药 进展 换 三代 靶向,参见 NCCN2015 培美 贝伐 多西 吉西 厄洛替 尼 单药,3,3
想 特罗 凯 试试 不知 可行 否 请 各路 大侠 指教,建议 条件 做 病理 检查 观测 T790 阳性,0,1
移植 阻止 复发 象 憨 叔 说 时间 抗癌 资格,992 打击 Her2 靶点 效果,3,2
48   母亲 弥漫性 肺 腺癌 四期 化疗 期 盲试 印易 中,顺铂 太 医生 协商 调增 卡 铂,0,1
吃 叶酸,金施尔 康里 含有 叶酸 不用 吃 叶酸 3.5,3,3
西地 布尼 确认 有用 药 好好 保护 吃 月 应 停用 换上 药 建议 月 依维莫司 毫克 天 换 药,月 依维莫司 月 药后 病情 轻重 转回 西地尼布 尝试 药,1,2
尝试 靶向,报告 玩意儿 做 权威 误差 多种 原因 试试 靶向 药 阿西 特罗 凯,1,2
冬瓜子 冬瓜皮 蚕豆 煮水 当茶 喝 60 克,方法 冬瓜皮 冬瓜 籽 蚕豆   煮水,1,2
alex 求教 解决 咳嗽 方法,试试 右美沙芬 可待因 可待因 受限制,0,1
完美 芦荟胶 试试看,韩国 产 芦荟 24 小时 补水 霜,1,2
33   妈妈 肺 腺癌 晚期 开帖 妈妈 携手 并进,突变 第一 时间 上易瑞沙 特罗 凯 国内 专家 共识 先 化疗 把握 时机 等待 越早 吃 越 脑转 如有 症状 特罗 凯 特入 脑 效果 比易,0,1
93   凯美纳 30 月 耐药 求助 憨叔 老马,转移 9291,0,1
"靶向 
 试试 放疗",脱水 降颅 压 误吸 感染 要命 激素 减轻 脑水肿 病情 好转 可予 全脑 放疗 剂量 可分次 预防 并发症,1,2
早饭 一粒 氯雷 他定,谢谢 指点 听 名字 药膏 擦 头上 暂时 合适 头上 疹子 头发 药膏 疹子 结痂 药膏 头发 糊 结成 洗头 洗不掉 先 合适 药水 水剂 先 疹子 结痂 去掉 一步 药,2,2
CT 报告 标注 肿瘤 大小 少许 变化 不好 说 做 治疗 效果 判定 断层扫描 位置 几个 毫米 变化 常见 建议 变化 视为 稳定 稳定 意味着 治疗,奇效,3,3
理论 体外 实验 中 EGFR19 变异 肿瘤 细胞 停易 特 一段时间 对易 特 敏感 服用 9291 细胞 对易 特 敏感度 影响,一位 朋友 9291 后接 阿西 一个月 T 药 一个月 吃 特罗 凯 供参考,3,3
03   印易 两年 耐药 2992 一个月 无效 4002 半年,思考 再三 先不联易 先单 药 9291,0,1
19   易 月 耐药 --- 9291 显效 --- 91 耐药 化疗,"做 增强 MRI 排除 脑 转移 如有 脑转 脑部 放疗 
 肺癌 治疗 常规化 剑 走 偏锋 脑转 空窗 进展 很快 生存期 久 
 检查 病理 类型 靶点 试药 走弯路 后悔 一辈子 
 祝愿 楼主 家人 身体健康 早日康复",0,1
易瑞沙,父亲 打响 第一枪 射频 副作用 减弱 药物 时 靶向 药 治疗 可先 吃 特罗 凯 阿西 替尼 凡德 尼 易瑞沙 2992 PF00299804 TIVO XL184,1,2
53   靶向 药 轮回 疑问,"下午   
 凡德 阿西 远不止 升 第一步 吃易 吃 耐药 第二步 回到 易 无效 用易 耐药 EGFR 抑制 方案 4002 易 9291 280 易 CMET 扩增",0,1
更年期 吃 谷维素 试试 副作用 很小,谷维素 维生素 B12 两天,3,2
理论 体外 实验 中 EGFR19 变异 肿瘤 细胞 停易 特 一段时间 对易 特 敏感 服用 9291 细胞 对易 特 敏感度 影响,理论 9291 清理 掉 T790 新 突变 会特 易,3,2
11   新手 爸爸 肠 梗塞 手术 发现 结肠癌 求 指引 治疗,"手术 医院 技术 精湛 滴 医生 做 做 经验丰富 手术 做 成功 一大半 做 不好 手术 后遗症 
 手术 做好 放化疗 放化疗 病人 病情 对号入座 方案 二甲 医院 
 辅助 医疗 中药 做 辅助 增加 病人 体质 减少 放化疗 副作用 找 中西 医生 做 放化疗 费用 高 病人 痛苦 少",0,1
吃 7080 184 希望 情况 表现,080 869 供参考,3,3
岁 高龄 盲吃 靶向 药 易瑞沙 控制 副作用 病情 进展 后期 病人 痛苦,楼主 年轻 听 草船 兄 先 试吃 特罗 凯先 特 买 印度 一点 贵 吃 印度 放心 药 再学 特和易 盲试 首选 脑转 草船 建议 先 试特 犹豫,1,2
尝试 靶向,野生型 靶药 没效 有效率 低 但现 医生 针对性 治疗 缓解 症状 试试 靶药 说不定 有用 非 正版 业不贵,1,2
化疗 两次 身体 条件 耐受 一线 靶向 生活 质量 高点 病人 信心,方案 医生 不谋而合 看过 易 耐药 用特 月 耐药 凡德 印度,1,2
单发 做 全脑 放 伽马刀 请教 前辈,全脑放 杀死 癌细胞 打开 血脑屏障,3,3
谢谢 提议 方法 尝试 尝试 中药 调理 服用 两天 效果,"单药 184 
 你家 单药 184 多久 指标 换药 用到 副作用 耐受",0,4
002 试试 我家 试 效果 不错,阿法 替尼 月 耐药 效果 弱 基因 检测 指示 方向 未必 19 突变 试 星期 克里 唑 替尼 无效 就试 V 靶点 阿西 替尼,1,2
病理 做 EGFR 基因 测试,做 基因 检测 靶向,1,2
吃易瑞沙 检查 易瑞沙 尝试 加量 控制,看不出 变化 易瑞沙 并发症 科室 会诊 好些,3,3
小孩子 当小 愤青 医生 方案 错 治疗 过程 中 听 医生 听 医生,父亲 一月 胸水 厉害 易瑞沙 吃 一个半月 水才 消了,3,3
01   pd1 失败 急寻 靶向 药 救命 盼 憨 叔 好梦成 真 指导,试试 9291   60mg,0,1
扭转乾坤 不用 再受 化疗 之苦 好好 吃药 定期检查 养好 体质 放松 心情 日子,效果 一两年 稳定 定期检查 就行了,3,3
你家 CA125       CA153 参考价值 持续 跟踪 提醒 耐药 迹象 重点 关注,谢谢 指点 听 名字 药膏 擦 头上 暂时 合适 头上 疹子 头发 药膏 疹子 结痂 药膏 头发 糊 结成 洗头 洗不掉 先 合适 药水 水剂 先 疹子 结痂 去掉 一步 药,2,2
21   26 月 艰辛 抗癌 路 妈妈 安详 离开,"CEA 医院 肯定 检验 旧 检验单 找 找 不到 去验 病情 
 当初 肯定 做 免疫组化 VEGF 搞清楚 免疫组化 基因 检测 两回事 搞混 
 骨 扫描 确诊 骨转 痛 地方 做个 CT X光 确认 病理性 骨折 找 骨科医生 片子 破坏 程度 
 确认 骨 转唑来 磷酸盐 一种 效果 不好 换 一种 
 易 吃 这么久 吃 先试 2992 
 埋头 吃药 检查 不管不顾 鸵鸟",0,1
002 T790 突变 易瑞沙 段时间 耐药 CMET 扩增 尝试 280 联合 易瑞沙,家 情况 雷同 易瑞沙 月 月 骨痛 感觉 易瑞沙 威力 易瑞沙 280,1,2
建议 楼主 盲试 靶向 药前 抽血 做 检测 完 一个月 做 检测 清晰,cea 指标 因人而异 过高到 上万 有人 超标 全身 转移,3,3
97   肺癌 脑 转移 印度 易瑞沙 10 月,试吃 4002 六天 易瑞沙 一月 情况,0,1
13   父亲 肾癌 脑转 骨转 .... 服用 多吉 美,"周二 22 日 多吉 美   早 晚 184 中午   50mg 副作用 暂时 不到 
 联用 184 需不需要 吃 停 副作用 药量",0,1
  基因 突变 野生型 患者 谈谈 治疗 方法,野生型 吃 靶向 药 效果 女性 吸烟 先易瑞沙,0,1
憨叔 帖子 写,说 太 道理     耐药 穿刺 活检 部位 肺部 原发灶 腰部 转移 瘤 办法 大夫 做 妈妈 医院 做 肺部 穿刺 好像 不太可能,1,2
分人 我妈 2992 入脑 服 阿法 替尼 两天 时间 记忆 胡言乱语 稍微 清醒 认 做 全脑放,唑 膦 酸 立竿见影 副作用 骨转 后期 89 锶 XL184   卡博替 尼,1,2
  求教 求救 求助 关头 想搏 一搏 盲吃 靶向 药 求 大神 支招,用索坦   搏   索坦 伤 肝功能   先 试一试   量   药物 联用   肝脏 受不了,0,1
"最初 化疗 几次 空窗 进展 很快 再度 化疗 效果 空窗 CMET 克药 副作用 太 184 效果 备用 280 轮换 耐药 几个 未试过 品种 状态 稳定 时 启用 
   9291 首选 21 突变 9291   80MG 先试 这药 可入 脑 预防 脑转 有用   9291 280 合用 用量 减半 
     299804 HER 靶点 有用",谢谢 妈妈 21 号 突变 但易瑞 沙特 罗凯 无效 病友 分析 化疗 21 号 突变 转为 野生型 易特 无效 情况 9291 有用,1,2
不用 早日 靶向 早日 治疗,楼主 年轻 听 草船 兄 先 试吃 特罗 凯先 特 买 印度 一点 贵 吃 印度 放心 药 再学 特和易 盲试 首选 脑转 草船 建议 先 试特 犹豫,1,2
说 质子 治疗 折腾 肝功能 承受 出血 情况 出远门,PD1 门槛 不高 肝功 肾功 谷草 转氨酶 AST 或谷 丙 转氨酶 ALT 倍 总 胆红素 1.5 倍 以内 预计 生存期 月 即可 预见 免疫 介导 肝炎 肝损 甲亢 甲减 肾炎 肾功 紊乱 副作用 带来 风险 百度 KEYTRUDA OPDIVO 说明书 PD1 起效 比较慢 身体状况 不好 需 慎重 肝功 生命 体征 稳定 情况 获益,3,3
脑膜 转移 解放军总医院 医生 简单 做 腰 穿 脑膜 转移 做 全脑 放疗 凶多吉少,说 9291 4002 加特 myheaven 说 毒副作用 小些 我妈 两天 脸色 发黄 4002 加易 副作用,1,2
关键 方法 做 基因 检测 方法 做 检测 区别 很大 误差 很大,说 耐药 检测 T790M 基因 检测 方法 区别 很大 准确率 先 检测 方法 最新 可靠 基因 检测 方法 可信 假 阴性,3,3
"爸爸 上周三 出院 
 甘露醇 头晕 肋骨 疼 感觉 体力 不差 
 下周 回去 复查 折皱 连用 184 ............",吃 靶向 药 抑制 增加 体力 越来越 差 活动 营养,3,3
86   老公 31 岁 肺 腺癌 四期,检查 C 蛋白 血常规 拍胸 X 片 找 呼吸科 医生 听 肺音 有没有 肺 感染 肺 感染 靶向 药 照样 咳嗽 胃口 各样 症状 感染 抗感染 治疗 重要性 超过 抗肿瘤,0,1
做 基因 检测 靶向,楼主 年轻 听 草船 兄 先 试吃 特罗 凯先 特 买 印度 一点 贵 吃 印度 放心 药 再学 特和易 盲试 首选 脑转 草船 建议 先 试特 犹豫,1,2
癌症 确认 谈 治疗 急 冷静 先 穿刺 东西,先 穿刺 活检 癌细胞 类型 癌细胞 非小 细胞 鳞 腺 类型 组织 剩余 做 免疫组化 检查 EGFR VEGF HER2 免疫组化 医生 做 基因突变 检测 免疫组化 要查,1,2
单做 ECT 确诊 骨转移 骨痛 做 增强 CT 才行 说 确诊 做 病理 基因 检测 做 手术 化疗 吃 靶向 药 进一步 检查 寄希望于 误诊 得知 患 病时 多半 接受 误诊 治疗 延误 病情,手术 听 权威 医生 意见 我妈 检查 过程 腰部 核磁 发现 肿瘤 医生 怀疑 恶性 北京积水潭医院 肿瘤科 全身 骨 扫描 发现 骨盘 病变 腰 医生 怀疑 恶性肿瘤 可能性 一步 骨盆 穿刺 拍 胸片 发现 原发灶 肺部 双肺 全有 晚期 手术 穿刺 腺型 转到 北京协和医院 基因 检测 阳性 吃易瑞沙 第二个 月 医生 说 妈 症状 咳嗽 每月 医院 输 天晴依 泰 保护 骨头 检查 两个 月 吃 易瑞沙 治疗,3,3
"谢谢 cat 辅酶 Q10 医院 药 各大 药房 寻找 买 腹泻 好转 妈妈 皮疹 发 厉害 奇痒 无比 
 确实 建议 184 联合 120 试试看 疑惑 网上 资料 说 120 ER PR 阳性 效果 更好 妈妈 ER PR 阴性 120 妈妈 药效 
 话 说 希罗 达 联合 804 2992 联合 老太太 想 希罗 达 联合 2992 试试       试","单药 184 
 你家 单药 184 多久 指标 换药 用到 副作用 耐受",0,4
10   老公 离世 转 余下 药物 赠送,"检查报告 静脉注射 显像剂 小时 前位 后位 全身 骨 显像 
 全身 骨骼 显像 清晰 形态 放射性 分布 欠 均匀 左侧 前 肋 左侧 10 肋局   限性 放射性 浓聚 灶 提示 部位 骨质 代谢 异常 骨骼 关节 放射性 分布 均匀 对称 
 检查 结论 左侧 前 肋 左侧 10 肋骨 质 代谢 异常   AFP 涨 800 发现 骨转 做 放疗 打骨 转针 请 战友 帮忙 主义",0,1
49   低 分化腺癌 骨转 来源于 肺 求 前辈 指点 谢谢,骨 转针 化疗 隔开 就行 铂 隔开 肾 负担,0,1
只用 PD1,说 太 道理     耐药 穿刺 活检 部位 肺部 原发灶 腰部 转移 瘤 办法 大夫 做 妈妈 医院 做 肺部 穿刺 好像 不太可能,1,2
年轻 试试 靶向 药 祝福 楼主,楼主 年轻 听 草船 兄 先 试吃 特罗 凯先 特 买 印度 一点 贵 吃 印度 放心 药 再学 特和易 盲试 首选 脑转 草船 建议 先 试特 犹豫,1,2
肺部 做 局部 治疗 意义 专家 给出 方案 局部 治疗 想 靶向 药 药物 控制 肺部 进展 可能性 肝部 肺部 局部 先 消灭 病灶 治疗 过度,父亲 父亲 吃 多吉 美 无效 肺部 无法控制 母亲 情况 忽略 肺部 父亲 最终 呼吸衰竭 肺要 命 轻视 肺转,1,2
pd1 .... 神药 连续 要用 几个 月 效果,pd1 次 做 评估,1,2
百度 褪黑素 睡前 一粒 挺 简单,阳气     吃点 褪黑素,1,2
36   母亲 抗癌 记事 2013 年 端午节   靶向 记录 两年   小癌 冲刺,CT 进展 换 2992 4002 靶向 一代 二代 一下子 夸到 三代 生存期,0,1
斗胆 回答 舞坛 一月 如饥似渴 学习 egfr 阳性 vegf 敏感 her2 阳性 可用 耙 点 egfr 特为 先锋 2992 中军 易瑞莎 侧翼 接应 凡德 阿西 徉 攻 299804 预备队 xl184 机动 驰援 wz2004 绝地 反攻 这是 一场 持久战,谢谢您 父亲 月 日 做 消融 好多 痛 谢谢您,3,3
想 特罗 凯 试试 不知 可行 否 请 各路 大侠 指教,吃 凡德 药 有效率 不高 吃 吃,0,1
特罗 凯试 有用,特罗 凯 赶紧 吃 特罗 凯 很快 感觉 效果,1,2
15   吃 91 效果 不错 吃,貌似 联合 药,0,1
胆管癌 真的 自救,灌注 用吉西 滨 算是 局部 化疗 代价 转移 肿瘤 治疗 包括 治疗 代价 经验 化疗 靶向 胆管癌 有效率 20% 30% 化疗 医生 数据 参考 副作用,0,1
"184 骨 转药 V 线药 作用 CMET ROS1 靶点 
 9291 加 184 比较稳定 二点   9291 单药 效果 单药   换成 9291 280   CMET 280 184 CMET 要强 靶点 一试 知 CMET",甲亢 控制 住 几天 头 不痛 查 CEA 升到 25.68 CT 显示 月 日 9291 天才 2992 耐药 稳定 两个 半月 明天 空窗 9291 4002 拿不定 主意 谢谢 传理,1,2
消毒 撒 云南白药 粉,说 太 道理     耐药 穿刺 活检 部位 肺部 原发灶 腰部 转移 瘤 办法 大夫 做 妈妈 医院 做 肺部 穿刺 好像 不太可能,1,2
吃 特时 吃 辅酶 Q10 水飞 蓟滨 保护 心脏 肝脏,"两个 药店 有售 南京 南京 药店 买 
 淘宝 买 美国 GNC 辅酶 q10 蓝瓶护 肝 奶 蓟 我家 效果 不错 
 爸爸 化疗 身体 虚 买 蛋白质 粉 吃 吃 买 安利 买 GNC 买安素",3,3
79   手术     保守 治疗   我快   支持不住,"条件 有限 买个 靶向 吃 效果 不行 突变 
 做 能少 走 弯路",0,1
  误诊 肿瘤 标志物 837 指 CEA 癌坯 抗原 误诊 更何况 CT 报告 发现 肿瘤,骨转移 ECT 脑 转移 MRI 内脏 转移 CT 增强 CT 手段 即可 确认 PETCT 确认,3,3
甲沟炎,马应龙 八宝 眼膏,0,1
