Father_node,Child_node,语义关系,发言类型(Child_node)
14母亲乳癌5年，分享我们的抗癌历程（陆续更新）,"口腔溃疡吃些维生素B2，B6，用复方氯己定漱口。
皮疹、甲沟炎你可以用金银花+野菊花煮水，洗身。不行的话用百多邦。",0,1
我觉得最好是再取组织做与肺癌相关的十几项基因检测，看有没有突变，好尽快找到合适的靶向药，祝治疗顺利！,请楼主列出已测的基因和免疫组化结果。阿瓦什么时候用的未列出。c反应蛋白测过吗？测一下肿瘤5项和NSE、SCC、PrOGRP。手术过吗？有远端转移吗？,1,2
上靶向药吧，肝功不好从阿西开始吧，楼主注意自己和宝宝身体。,这么年轻，还是要试试靶向药，祝福楼主,1,2
11 医生为什么都说不建议直接上靶药，21号外显子L858R点突变,基因检测，有突变的话就直接靶向治疗,0,1
手术后为何不直接用上克？,ALK+可走的路并不多，每一步必须小心呀,3,3
41妈妈肺腺癌四期骨转移，抗癌五年整,"楼主你好，首先我觉得只要病情能够控制得住，方式倒是次要的。不必太纠结化疗这件事。有效果总比没效果强。只要人还在，就有希望。
关于化疗，我的想法是：1）能不能和医生商量，把化疗周期从3个星期拉长到4个星期。这样4个疗程下来，如果病情保持稳定，就多赚出了3个星期无进展。2）因为楼主母亲的化疗次数较多，能不能以后每次不化疗4个疗程，比如只化疗2个或3个疗程？这样用化疗扭转形势，然后找合适的靶向药维持病情。关于靶向药，我的看法是：1）从2012年7月开始服用易瑞沙，到12月中复查CT发现有进展。楼主认为易无效。因为CEA等标志物的变化，这种猜测是有根据的。但是有没有另外一种可能性：易是有效的，可是服用的量不够。如果一开始服用特罗凯，那么事情会不会向另一个方向发展？ 21号因子突变，好像比19号因子突变麻烦：易/特耐药后，隔一段时间，再服，可能仍然耐药。楼主可以看看下面这个帖子的讨论：http://www.yuaigongwu.com/forum.php?mod=viewthread&tid=9039。
2）楼主母亲只试过3种药，易、特、和克药。我要是楼主的话，化疗后，会考虑试试2992联合XL184（2992是为了打击Her2，同时清除T790M， XL184是为了骨转和清除CMet），如无效，则4002联合XL184（4002是为了清除T790M）；如有效，则先特或特联合XL184, 然后再特联合4002。如果都无效，我会减量再试克药。另外，还有阿西、凡德、AZD9291、BKM120、AP26113可试。
因为化疗可以扭转形势，所以，楼主试药的时候会很从容，没有什么可慌的。
需要注意的是：XL184会有血压的变化和可能的血栓的形成，4002有心脏毒性，要小心。",0,1
改吃阿西替尼，6毫克X2次/天；备着2992。,"可以考虑测以下5个免疫化组：ALK,C-MET,HER-2,VEGF,EGFR，如果ALK或C-MET有+号，就可以用克唑替尼或XL184",3,2
又一个过度治疗的,白羊你好，我家现在吃特，刚开始一天一颗，疼痛减轻，感觉量有点大，现在改为一天半一颗150毫克的，因为印版没有100毫克，我看到过一篇文章说是高剂量和低剂量持续给药，耐药时间长短是一样的，我不知道我现在这样的做法在临床上是否科学，还有现在感觉特有效就先不处理骨转，本来打算打挫莱磷酸，看到过度治疗的太多，希望指点一二。同时希望楼主尽快找到办法。,0,4
化疗不想做就先停下。,化疗即便有效，可是老人家身体都已经耐受不住了，所以吃印特是非常果断的决定。,1,2
10 老公离世转余下药物，一些可以赠送,上pd1吧，有效的甲胎从几万到几百，肺部肿瘤缩小了,0,1
002是针对T790突变的。易瑞沙段时间耐药一般是CMET扩增引起。考虑尝试280联合易瑞沙。,002单药对E靶点的抑制较弱，所以如果这个月方案有效的话还是联易为好，或者病情稳定时可以尝试下对付CMET类药物联易的方案。这病没有特别顺利的治疗方式，都有个不断摸索的过程，以后起码会非常重视感染了，加油！,1,2
先处理炎症,有效，而且是奇效,3,3
化疗，不想化疗的话可以考虑靶向药特罗凯,肺部感染确实要当成比肿瘤更严重的问题来优先处理，我家就是感染导致病情急转直下，都下病危单了，抗感染有效后咳嗽和痰基本消失，疼痛明显减轻。,1,2
2 妈妈肺腺3B治疗3年半，2015.10.9去逝，感谢群帮助,1天2992，肿瘤从1.7*2.6缩小到1.3*2.3，呈现明显攻击性效果。再考虑吃易时肝功能超标所以估计易瑞沙没问题，那么，2992有效的原因很可能是HER2靶点的原因。如果易无效，那么特即使有效但效果估计也不会怎么样，所以我不主张2992后换特，还不如试VEGFR类的靶向药，如阿西替尼，如索拉非尼（多吉美）。,0,1
5 爸爸肺鳞癌-爸爸已走-现还有一瓶特,肺部的放疗还是谨慎一点比较好，我家的惨痛教训啊...,0,1
骨转移还可以做手术吗，建议多找几个医院咨询一下。,. 能否手术：咨询大的医院。,1,2
谢谢江湖，最近的一次CEA指标又上升了，163。周末开始联合184，尝试一下。谢谢您。,804控制脑转比阿法替尼强。肺部控制的好就是原来的药物还是有效的。,3,0
"建议取样做基因检测,为今后有针对性的治疗打下基础.",我妈妈是非小细胞低分化肺腺癌四期，有胸腔积液。抽的胸水做了基因检测，21突变。,3,3
"你家有E19、21突变，应该是不错的啊。就是一线上易的时间晚点，所以总体易的时间不算很长，要不一线易说不定会有几年的有效期。
你家2992有没有在干燥箱里面保存吗？
2992你75mg的用量已经不小了，你的副作用也不算小，而且副作用会慢慢累积的。
所以我感觉如果是2992还是维持75mg的用量吧。因为2992是不是因为受潮影响药效没有办法断定。如果没有因为受潮影响药效，我感觉单凭CEA的降幅来看，2992的效果只能算一般。我倒是建议你可以考虑下4002.
一种办法是单药4002，另外一种就是1+6的方法。图片是4002联易，你可以4002联合2992.",谢谢草船！我记得刚服易的第一个月CEA也降的不太多，后来才慢慢降下来，2992会不会也这样？还有，现在用上4002，是不是好药一下就用掉2种，对我以后的轮换会有影响？我的2992受潮是因为筛子干的不彻底。,1,2
既然不想让病人遭罪，病人年龄又大，建议立即盲试特罗凯，一旦有效将有很好的日子，如果不治疗会很快的,老人的思想一般比较固执，此情况没有转移，可盲吃靶向药，一天一粒，老人易接受的,1,2
002试试吧，我家试了效果不错,"咳嗽有痰查下ｃ－反应蛋白，看看有没有感染？口含甘草片不能减轻咳嗽吗？
如果现在就换掉4002，你就不知道这药到底有没有效果了。试别的药也出现这种情况的话，你还有多少药换吗？3 _7 M( {) b8 _9 i2 w# g
我也在吃4002已经10天了一点好的症状都没有，我一定要坚持吃到21天，看看到底有没有效，才放弃。",3,3
96 妈妈61岁，脑转、骨转、疑似肝转，19基因突变。服用特罗凯，为妈妈祈福,"上 
靶向和放疗可以同步进行，不过如果顾虑太多放疗也可以暂缓，具体还是问医生意见吧。毕竟放疗有副作用比较大",0,1
对于年龄较大或体质较弱的肿瘤患者，手术、放化疗因此对自身免疫损伤大，显然是不适合的，对于这部分患者应采用以人为本保守治疗；,楼主好年轻！听草船兄的，先不要管那么多了，试吃特罗凯先。特你买印度的就可以，一点不贵，大家都吃印度的，放心吧。其它的药你后面再学，特和易基本都是盲试首选。你有脑转，所以草船建议你先试特。别犹豫了。,1,2
野生型吃靶向药也有效果很好的，女性，不吸烟还是先易瑞沙。,我妈妈也是Egfr无突变，Ｋras12有突变。易瑞沙一个月，有效果。但大夫说肿瘤减小不是很明显。,1,2
"keenman谢谢你的回复，我妈目前吃Q10辅助，效果还不错。
我还是想问一下，如果我妈400联易一旦无效，我该给妈妈换什么要好？麻烦赐教",谢谢您的帮助！我父亲4月8日做了消融，现在好多了，不那样痛了。谢谢您了！,3,3
是的，真的很伤，以前妈妈运动会样样前几名，现在坐一会就累，脸电脑都玩不了了。如果我家不是低分化，我不会第一时间选化疗的，可惜发展太快,唑来膦酸立竿见影，副作用小，骨转后期可以考虑89锶和XL184 卡博替尼,1,2
"如果条件有限就直接买个靶向吃了有效果就可以，不行就是没有突变吧
不过还是做了最好，以后能少走很多弯路",化疗药有没有用过阿瓦斯汀？这个药如果用过，有一段时间内是不好手术的，伤口不容易张好。有机会能手术确实让人羡慕，多咨询几个医生，建议要做基因检测，化疗伤害太大，尽量用靶向,2,2
"甲沟炎我前几天看 Belinda的帖子，憨叔的妙方, 用先锋磨粉,调成糨糊状涂抹, 倒是奇迹般的把老爸的甲沟炎给治好了你可以试试，祝你妈妈康复~~",你说的太有道理了  耐药后穿刺活检的部位不是肺部原发灶，而是腰部转移瘤，但也没办法，这都是按大夫的要求做的，现在再让我妈妈重新再到医院做一次肺部穿刺好像不太可能了,1,2
严重甲沟炎怎么办,复方黄柏液，山东汉方制药，纯中药，非常好使,0,1
002单药对E靶点的抑制较弱，所以如果这个月方案有效的话还是联易为好，或者病情稳定时可以尝试下对付CMET类药物联易的方案。这病没有特别顺利的治疗方式，都有个不断摸索的过程，以后起码会非常重视感染了，加油！,你说的太有道理了  耐药后穿刺活检的部位不是肺部原发灶，而是腰部转移瘤，但也没办法，这都是按大夫的要求做的，现在再让我妈妈重新再到医院做一次肺部穿刺好像不太可能了,1,2
移植可以救命，但是后面的治疗选择更少，所以只能顾当前。想不了那么多,992看看打击Her2靶点的效果。,3,2
"cea指标是因人而异的,看到过高到上万,也有人没超标但全身已转移了","可以考虑测以下5个免疫化组：ALK,C-MET,HER-2,VEGF,EGFR，如果ALK或C-MET有+号，就可以用克唑替尼或XL184",3,2
同时再考虑介入手术,"关键是你那位病友之前有没接受过内分泌治疗，转移病灶ER表达是怎样的。
如果之前没有接受过内分泌治疗，而且ER强阳性，那么去势的效果就很好。",3,3
先试易如果无效，特也不用试了。。。。,"可以考虑测以下5个免疫化组：ALK,C-MET,HER-2,VEGF,EGFR，如果ALK或C-MET有+号，就可以用克唑替尼或XL184",3,2
我家也是全脑放结束后上易，不同的是你家是放疗后有空窗，也是10个月耐药，如果脑转症状明显，建议考虑299804，2992入脑率不高,我想先试试特罗凯，之后不行再上2992，或者凡德，不知道凡德有没有印度版,3,3
"EGFR基因检测显示，L858R21位点基因突变，推荐使用吉非替尼和厄洛替尼。但是用了21天易瑞沙，16天8特罗凯，效果不好。
现在我爸身体不好，就不想再化疗和放疗。
这几天吃了阿西，感觉状态好一点，同时在吃中医调理。",你说的太有道理了  耐药后穿刺活检的部位不是肺部原发灶，而是腰部转移瘤，但也没办法，这都是按大夫的要求做的，现在再让我妈妈重新再到医院做一次肺部穿刺好像不太可能了,1,2
肿瘤指标不敏感，以后还是要靠CT。换药也不方便，我建议继续2992.,CEA不敏感，以后每2个月做一次CT检查；如无意外，现在可吃一个月凡德，接着吃一个月2992，接着吃一个月T药，然后吃易瑞沙，易有效可吃3个月，然后又一轮换药。淘汰特罗凯。,1,2
不建议肝移植。移植只会加速肿瘤疯长,终末期如果仍采取激进治疗方式期望逆转，只会徒增病人的痛苦；对症治疗保证剩余时间生存质量，是理性的做法。很理解家属的心情，其实对症治疗并不是放弃治疗，不是什么都不做，哪里漏水堵哪里，怎么舒服怎么治，大概这个意思。,3,2
你可以先试药，同时去医院做支气管检测，等待检测结果，如果取了组织可做免疫组化，基因检测.现在试药，及时没效，副作用也不大，但是一旦有用，病情可以得到控制，后面的路也会好走些。,不一定要做支气管镜，摸摸自己的脖子，锁骨上有没有淋巴结肿大，或者上传你的CT片给我看看，或许简单的肺穿刺就OK，现在很多临床医生思维定势，只知道做气管镜而不注重查体的，我建议还是搞清楚基因状态，再决定下一步治疗，不建议论坛上无证据的试药，毕竟憨叔的经验是不可复制的,2,2
爸爸低分化肺腺癌，无基因突变，记录治疗过程,我妈妈第一二次用的卡铂，之后用顺铂，卡铂骨髓抑制影响较大，顺铂骨髓抑制较卡铂小，但会恶心呕吐,0,1
嗯嗯，我也和医生说用这个药，他说我爸现在的身体情况用不用抗病毒药没太大区别，他说这话我分析2点原因，一是肿瘤发展太快，现在控制不住肿瘤抗病毒基本没用；二是我爸身体太虚，怕吃药短时间内正作用没起到，副作用会让身体更糟。明天再和医生商量一下吃恩替,唑来膦酸立竿见影，副作用小，骨转后期可以考虑89锶和XL184 卡博替尼,1,2
"上 
靶向和放疗可以同步进行，不过如果顾虑太多放疗也可以暂缓，具体还是问医生意见吧。毕竟放疗有副作用比较大","上 
哆来磷酸这周末就去输，谢谢您的建议。放疗的话顾虑还是很多想先缓缓，妈妈头不疼但是左胳膊靠近腋下的一端还有腋下很麻很木不知道是怎么回事。",1,2
在吃药，向完全康复比较困难，每天用头孢粉多敷几次，有时会好点。,头孢粉调浆敷于患处，有脓，需排脓，剪除嵌入甲片后酒精消毒，涂血石脂软膏。把手指放在碘伏里泡一泡。,1,2
另外准备一些保健品，比如如铁蛋白、辅酶Q10等,现在就上更猛的特？还是先温和的易先试试？,2,2
afp不明显，加测其他肿瘤标志物如铁蛋白等，顺便把凝血也测了。,楼主好年轻！听草船兄的，先不要管那么多了，试吃特罗凯先。特你买印度的就可以，一点不贵，大家都吃印度的，放心吧。其它的药你后面再学，特和易基本都是盲试首选。你有脑转，所以草船建议你先试特。别犹豫了。,1,2
9 求教，求救，求助，最后关头想搏一搏盲吃靶向药，求各位大神支招,猛查了憨叔的帖子，看到西地尼布对肝功、肾功、血象、心酶均无影响，考虑备用这个了，希望能得天佑,0,1
骨转移还可以做手术吗，建议多找几个医院咨询一下。,其实转移最好不要手术，中医不是说伤元气吗？,1,2
28 爸爸80岁，体检肺癌，准备放弃治疗了,0岁高龄其实手术已经不太合适了，恢复期太长，风险太大。,0,1
多西联合化疗有效的话，就化4-6疗程，然后多西单药维持，进展后再换三代靶向,参见NCCN2015，培美、贝伐、多西、吉西、厄洛替尼都可以单药维持,3,3
想特罗凯试试，不知可行否？请各路大侠指教,我建议如果条件允许，做一次病理检查观测T790是否阳性,0,1
移植不能阻止复发，但是象憨叔说的，它可以争取到时间、使你获得抗癌的资格。,992看看打击Her2靶点的效果。,3,2
48 母亲弥漫性肺腺癌四期，化疗2期盲试印易中,如果顺铂反应太大，可以跟医生协商是否调增为卡铂？,0,1
应该也要吃叶酸+7,金施尔康里含有叶酸就不用另外吃叶酸了+3.5,3,3
西地布尼已经确认为目前你最有用的药，就得好好保护，吃3个月后就应停用，换上别的药，建议用1个月依维莫司，7毫克/天，然后换别的药,用了1个月依维莫司和1个月别的药后，可根据病情轻重，决定是否转回西地尼布或继续尝试别的药。,1,2
尝试靶向,不要完全看报告，那个玩意儿不知道你是哪里做的，就算是最权威的，也是有误差的，多种原因吧，试试靶向药，像阿西和特罗凯。,1,2
冬瓜子冬瓜皮蚕豆煮水当茶喝，各60克,目前得到的方法有：冬瓜皮，冬瓜籽+蚕豆 煮水,1,2
（alex）求教解决咳嗽的方法,可以试试右美沙芬，和可待因差不多，只是可待因受限制了。,0,1
完美芦荟胶试试看。,韩国产芦荟24小时补水霜,1,2
33 妈妈肺腺癌晚期，今天开帖，与妈妈携手并进,9突变第一时间上易瑞沙或特罗凯，这已在国内形成专家共识，一般不考虑先化疗了。把握时机，不必等待越早吃上越好。脑转如有症状就上特罗凯，特入脑的效果比易要好。,0,1
93 凯美纳30个月，耐药后我该怎么办。求助。憨叔老马。,有转移就直接9291吧,0,1
"靶向。。。。
不妨试试放疗吧。",适当脱水降颅压，防止误吸，感染会要命的。可以适当用激素减轻脑水肿，病情好转可予全脑放疗，但剂量可分次完成，预防并发症。,1,2
早饭后一粒氯雷他定,谢谢指点，不过听名字这应该是个药膏，恐怕擦在头上暂时不合适，因为，头上的疹子，是和头发在一起的，用药膏会把疹子的结痂、药膏和头发都糊在一起，结成一片洗头都洗不掉。应该先用合适的药水或者水剂先把疹子或者结痂去掉，再考虑下一步的其他药。,2,2
CT报告标注肿瘤大小出现的少许变化，不好说是否能做治疗效果判定的依据，因为断层扫描位置不同出现几个毫米的变化是常见的。建议按没有明显变化就视为稳定更合理一些。稳定则意味着治疗有效。,有效，而且是奇效,3,3
理论上（即体外实验中）EGFR19变异的肿瘤细胞在停易/特一段时间后又会重新对易/特敏感，但不清楚服用9291会不会对细胞对易/特的敏感度有影响。,我的一位朋友是9291后接阿西一个月，然后T药一个月，再吃特罗凯有效，供参考。,3,3
03 印易两年后耐药，2992一个月无效，4002半年，......,思考再三，还是决定先不联易，先单药9291,0,1
19 易3个月耐药---9291显效---91耐药开始化疗,"做增强MRI排除脑转移，如有脑转考虑脑部放疗。
肺癌治疗已经常规化了，不要剑走偏锋。如果存在脑转再空窗，进展很快，生存期不会很久。
尽快检查，确定病理类型，分期。针对靶点进行试药，不要走弯路后悔一辈子。
祝愿楼主家人身体健康，早日康复。",0,1
准备易瑞沙,你父亲不是打响了第一枪吗？要等射频的副作用减弱，不需要用这么多药物时，才开始靶向药治疗，可先吃特罗凯。准备着阿西替尼、凡德他尼、易瑞沙、2992、PF00299804、TIVO-1、XL184等。,1,2
53 靶向药的轮回疑问,"下午 
凡德有效，阿西也有效，如果没有效，远不止升这一些。第一步吃易已经吃到耐药才第二步，所以重新回到易必定无效，必须用易耐药后的EGFR抑制方案，就是4002+易或9291或280+易(假如CMET扩增的话)。",0,1
可能更年期吃谷维素试试，副作用很小,用谷维素和维生素B12用两天就好了。,3,2
理论上（即体外实验中）EGFR19变异的肿瘤细胞在停易/特一段时间后又会重新对易/特敏感，但不清楚服用9291会不会对细胞对易/特的敏感度有影响。,理论上，9291清理掉T790的话，如果没有新的突变，会特/易应该还有效。,3,2
11 新手！爸爸肠梗塞马上手术，发现结肠癌！！！求指引治疗！！！,"手术一定要到大医院技术精湛滴医生做，因为他们做的多，经验丰富，手术做的好，就是成功了一大半！做的不好的手术，后遗症很多！
手术做好以后就是放化疗，放化疗很多是根据病人病情对号入座的方案，一般二甲以上医院都差不多；
不同的是辅助医疗方面，就是用中药做辅助，增加病人体质，减少放化疗副作用，所以最好找中西结合的医生做放化疗，费用可能高一些，但病人痛苦少",0,1
现在吃的7080+184，希望情况有好的表现,080如果有效，869也会有效，供参考。,3,3
0岁也是高龄了，盲吃靶向药吧，易瑞沙有效的话可以控制，副作用也较小。不然病情进展的快的话，后期病人也痛苦,楼主好年轻！听草船兄的，先不要管那么多了，试吃特罗凯先。特你买印度的就可以，一点不贵，大家都吃印度的，放心吧。其它的药你后面再学，特和易基本都是盲试首选。你有脑转，所以草船建议你先试特。别犹豫了。,1,2
尝试靶向,野生型，靶药不一定没效，只是有效率低，但现医生并没有针对性治疗，只是缓解症状，不如试试靶药，说不定有用，非正版业不贵,1,2
化疗有没有效，两次就能看出来。身体条件不耐受的还是一线靶向吧，生活质量高点，对病人的信心是有帮助的。,你的方案和我们这里医生不谋而合。不过我也看过易耐药后直接用特2个月耐药的。凡德印度没有。,1,2
单发的应该不做全脑放啊？应该是伽马刀吧，请教其他前辈,全脑放不是为了直接杀死癌细胞，为打开血脑屏障。,3,3
谢谢你的提议，以上方法我们都已经尝试过了，但是还是非常严重呢，现在正在尝试用中药调理，刚服用了两天，也不知道效果如何。,"你的意思是单药184就可以了吗？
你家之前单药184用了多久呢？用啥指标换药呢？用到副作用不能耐受嘛？",0,4
002试试吧，我家试了效果不错,阿法替尼4个月就耐药，效果比较弱，基因检测指示的方向未必很对。尽管19突变，我觉得还是不妨考虑试1-2个星期克里唑替尼，如果无效就试V靶点的阿西替尼。,1,2
有病理马上做EGFR的基因测试吧+7,做基因检测，看是否可以靶向+4,1,2
吃易瑞沙前后的检查结果拿出来比较，明确易瑞沙是不是有效。有效尝试加量控制。,看不出变化就继续易瑞沙，并发症相应科室会诊好些。,3,3
你还是小孩子，不要当小愤青，医生的方案没有错。治疗过程中不能完全听医生的，但也不能不听医生的。,我父亲今年一月胸水也很厉害，易瑞沙吃了一个半月水才消了,3,3
01 pd1失败，急寻靶向药救命，盼憨叔、好梦成真指导。,试试9291 60mg,0,1
蛮好！扭转乾坤，不用再受化疗之苦了。好好吃药，定期检查，养好体质，放松心情，以后日子有的过。,效果好的话可以一两年稳定，只定期检查就行了。,3,3
你家CA125   CA153相对有参考价值，可以持续跟踪。。提醒一下可能有耐药迹象，要重点关注。,谢谢指点，不过听名字这应该是个药膏，恐怕擦在头上暂时不合适，因为，头上的疹子，是和头发在一起的，用药膏会把疹子的结痂、药膏和头发都糊在一起，结成一片洗头都洗不掉。应该先用合适的药水或者水剂先把疹子或者结痂去掉，再考虑下一步的其他药。,2,2
21 26个月艰辛的抗癌路，妈妈安详离开了,"CEA医院肯定有检验的，把旧的检验单找出来，如果找不到，现在就去验，再跟病情对比。
还有当初肯定有做免疫组化，VEGF结果怎样。搞清楚，免疫组化跟基因检测是两回事，不要搞混。
骨扫描不能确诊骨转，你要再对痛的地方做个CT或者X光确认是不是有病理性的骨折，最好找骨科医生看看片子，看看破坏的程度。
如果确认骨转唑来磷酸盐要继续打，一种效果不好就换另外一种。
易吃这么久了，不要再吃了，先试2992吧。
你们以后不能这样埋头吃药不检查，什么也不管不顾当鸵鸟。",0,1
002是针对T790突变的。易瑞沙段时间耐药一般是CMET扩增引起。考虑尝试280联合易瑞沙。,我们家情况和你们有雷同，易瑞沙2个月，第3个月骨痛，感觉易瑞沙威力不够，我们准备易瑞沙+280,1,2
建议楼主盲试靶向药前抽血做检测，用完一个月后再做检测，这样对比会比较清晰。,"cea指标是因人而异的,看到过高到上万,也有人没超标但全身已转移了",3,3
97 肺癌脑转移，印度易瑞沙10个月,"可试吃一天4002,六天易瑞沙一月,看看情况.",0,1
13 父亲肾癌，脑转，骨转....正在服用多吉美,"周二（22日）开始多吉美 早1晚2+184中午 50mg，副作用暂时还见不到。
联用184不知道需不需要吃5停2呢？还是副作用不明显就继续药量呢？",0,1
9 基因不突变野生型的患者，大家来谈谈自己的治疗方法,野生型吃靶向药也有效果很好的，女性，不吸烟还是先易瑞沙。,0,1
憨叔帖子有写,你说的太有道理了  耐药后穿刺活检的部位不是肺部原发灶，而是腰部转移瘤，但也没办法，这都是按大夫的要求做的，现在再让我妈妈重新再到医院做一次肺部穿刺好像不太可能了,1,2
分人吧，我妈2992就入脑。一开始服的是阿法替尼，两天时间，人从没有记忆胡言乱语到稍微清醒可以认人，然后做的全脑放。,唑来膦酸立竿见影，副作用小，骨转后期可以考虑89锶和XL184 卡博替尼,1,2
9 求教，求救，求助，最后关头想搏一搏盲吃靶向药，求各位大神支招,可以用索坦， 搏一下。 索坦应该不怎么伤肝功能， 可以先试一试3/4 量， 不要药物联用， 肝脏受不了。,0,1
"最初化疗几次空窗后都进展很快，好在再度化疗后效果很好。以后不能再空窗了。CMET克药副作用太大，184效果很好，备用的280也可考虑。轮换用以免耐药。几个未试过的品种可以在状态稳定时启用：
1. 9291作为首选，毕竟有21突变，可以考虑9291 80MG先试。这药可入脑，还可对预防脑转有用。 如为了保险可以9291+280这种合用，用量各减半。
2.  299804可以考虑，有HER-2靶点，可能也会有用。",谢谢！我妈妈有21号突变，但易瑞沙特罗凯从来无效，据病友分析，可能因为化疗后21号突变转为野生型了。在易特确定无效的情况下，9291是否有可能有用？,1,2
不用等了，早日上靶向，早日治疗。,楼主好年轻！听草船兄的，先不要管那么多了，试吃特罗凯先。特你买印度的就可以，一点不贵，大家都吃印度的，放心吧。其它的药你后面再学，特和易基本都是盲试首选。你有脑转，所以草船建议你先试特。别犹豫了。,1,2
我觉得你说的对，质子治疗已经折腾不起了，不只是肝功能不能承受，而且这种出血的情况，已经不能出远门了,PD1使用门槛其实不高，肝功肾功基本正常，谷草转氨酶(AST)或谷丙转氨酶(ALT)3倍或总胆红素1.5倍以内，预计生存期3个月以上即可，但仍有不可预见的诸如免疫介导肝炎肝损、甲亢甲减、肾炎肾功紊乱等副作用带来的风险（具体可以百度KEYTRUDA或OPDIVO的说明书），且PD1起效有可能比较慢，在身体状况不好的时候使用更需慎重。在肝功基本正常、生命体征基本稳定的情况下使用更有可能获益。,3,3
这种其实就是脑膜转移，解放军总医院的医生可能不会看，最简单的是做一个腰穿，但这种脑膜转移做全脑放疗也是凶多吉少,不是说9291基本是4002加特吗？不过myheaven你说的也对，毒副作用小些，我觉得我妈这两天脸色有点发黄，不会是4002加易的副作用吧？,1,2
关键看是用的什么方法来做的基因检测，不同的方法做检测区别很大的，误差也很大,我是说你们耐药后检测T790M用不同基因检测方法区别很大，准确率会有不同，你先看看你们是用的什么检测方法，如果是最新的可靠基因检测方法就可信，如果不是就有可能是假阴性,3,3
"爸爸上周三出院了。
用了甘露醇之后不会头晕了。肋骨还是会疼。感觉体力不差了不少。
可能下周左右再回去复查，折皱准备连用184............",吃上靶向药，对人的各方面抑制增加，体力会越来越差的，还是要加强活动，加强营养。,3,3
86 老公31岁肺腺癌四期,"检查C-反应蛋白，血常规，拍胸X片，找呼吸科医生听肺音，首先看有没有肺感染，如果肺感染，任你靶向药怎么有效也照样咳嗽没胃口和各样症状。有感染必须抗感染治疗，其重要性超过抗肿瘤。,",0,1
做基因检测，看是否可以靶向+4,楼主好年轻！听草船兄的，先不要管那么多了，试吃特罗凯先。特你买印度的就可以，一点不贵，大家都吃印度的，放心吧。其它的药你后面再学，特和易基本都是盲试首选。你有脑转，所以草船建议你先试特。别犹豫了。,1,2
你们连是不是癌症都不能确认还谈什么治疗，不要急，要冷静。先穿刺看看里面的是什么东西再说。,先穿刺活检，看是不是癌细胞，是什么类型的癌细胞（非小还是小细胞，是鳞还是腺，还是其他类型），然后组织有剩余可以做免疫组化检查EGFR、VEGF、HER2，注意是免疫组化，医生一般给你做基因突变的检测，但免疫组化也要查。,1,2
单做ECT恐怕还不能确诊骨转移，还得针对骨痛部分做增强CT才行，你说已经确诊，那么可能这些都做过了吧？另外，病理和基因检测做了没有？如果不手术，就只有化疗或吃靶向药，进一步检查是必要的。不要寄希望于是误诊，得知患这个病时开始多半不能接受，往往以为是误诊，不积极治疗，反而延误病情。,具体能不能手术还是要听权威医生的意见，我妈的检查过程是这样的:腰部核磁发现肿瘤，医生很怀疑是恶性，但也不敢确定，后去北京积水潭医院肿瘤科，全身骨扫描，发现骨盘病变范围大，腰2也有，医生怀疑恶性肿瘤的可能性大，下一步骨盆穿刺，拍胸片发现原发灶在肺部，双肺全有了，晚期不能手术，穿刺结果腺型，后转到北京协和医院，基因检测阳性，直接吃易瑞沙，现在是第二个月，医生说已经很严重了，但我妈没有任何症状，咳嗽都是偶尔的，现在每月去医院输天晴依泰，保护骨头，这些检查用了两个月才吃上易瑞沙治疗。,3,3
"谢谢cat，辅酶Q10医院没有药，我们正在各大药房寻找看看能否买到。腹泻已有所好转，但现在我妈妈皮疹发得厉害，奇痒无比。
接下来确实该考虑你的建议，用184联合120试试看。这里我有个疑惑，网上看到一些资料说120对ER、PR阳性的人效果更好一些，而我妈妈的ER、PR为阴性，是否120对我妈妈的药效会不明显呢？
话说，我们当时希罗达是联合的804，没有和2992联合过，所以老太太这次坚持想用希罗达联合2992试试来着=。=   由着她这么试没问题吧。。。","你的意思是单药184就可以了吗？
你家之前单药184用了多久呢？用啥指标换药呢？用到副作用不能耐受嘛？",0,4
10 老公离世转余下药物，一些可以赠送,"检查报告所见：静脉注射显像剂后三小时后最前位、后位全身骨显像。
全身骨骼显像清晰，形态正常；放射性分布欠均匀，可见左侧第7前肋、左侧第8—10后肋局 限性放射性浓聚灶，提示上述部位骨质代谢异常；其余骨骼、关节放射性分布大致均匀、对称。
检查结论：左侧第7前肋、左侧第8—10后肋骨质代谢异常。 AFP又涨了800多，同时又发现骨转了，不知道是做放疗好，还是打骨转针好，请各位战友们帮忙出出主义。",0,1
49 低分化腺癌骨转，考虑来源于肺，该怎么办，求前辈们指点，谢谢！,骨转针今天就打，只要跟化疗隔开一天以上就行（主要跟顺铂隔开，否则对肾负担大）+7,0,1
只用一次PD1什么问题也说明不了啊,你说的太有道理了  耐药后穿刺活检的部位不是肺部原发灶，而是腰部转移瘤，但也没办法，这都是按大夫的要求做的，现在再让我妈妈重新再到医院做一次肺部穿刺好像不太可能了,1,2
这么年轻，还是要试试靶向药，祝福楼主,楼主好年轻！听草船兄的，先不要管那么多了，试吃特罗凯先。特你买印度的就可以，一点不贵，大家都吃印度的，放心吧。其它的药你后面再学，特和易基本都是盲试首选。你有脑转，所以草船建议你先试特。别犹豫了。,1,2
